step,seq_id,frame_idx,active_points,true_lane,lane_tp,lane_to_road,lane_to_other,road_to_lane,other_to_lane,lane_recall,lane_to_road_rate,lane_tp_intensity_mean,lane_to_road_intensity_mean,lane_tp_range_mean,lane_to_road_range_mean
457,013,8,16377,254,62,188,4,70,122,0.2440944881889764,0.7401574803149606,47.74059295654297,30.7078914642334,12.119077682495117,11.05480670928955
458,034,36,16378,0,0,0,0,15,0,,,,,,
459,123,20,16384,646,299,347,0,153,0,0.4628482972136223,0.5371517027863777,49.43409729003906,28.952688217163086,10.929503440856934,13.698417663574219
460,013,78,16112,293,140,135,18,136,1,0.4778156996587031,0.46075085324232085,54.086429595947266,30.188888549804688,12.03482437133789,12.544665336608887
461,054,46,16379,23,23,0,0,119,195,1.0,0.0,46.71739196777344,,23.17438507080078,
462,013,9,16328,169,126,22,21,121,7,0.7455621301775148,0.1301775147928994,48.66666793823242,26.045454025268555,32.93550109863281,35.286190032958984
463,013,32,16245,432,129,296,7,100,119,0.2986111111111111,0.6851851851851852,46.327518463134766,32.33783721923828,15.366676330566406,14.18117904663086
464,116,66,16354,472,206,266,0,118,0,0.4364406779661017,0.5635593220338984,40.55016326904297,21.33458709716797,20.620098114013672,20.155136108398438
465,013,78,16112,293,144,143,6,136,0,0.49146757679180886,0.4880546075085324,53.69340133666992,30.134614944458008,12.090394973754883,12.398575782775879
466,116,52,16366,317,132,185,0,48,0,0.416403785488959,0.583596214511041,49.01957321166992,28.313962936401367,11.51027774810791,14.487710952758789
467,123,3,16365,112,82,30,0,71,0,0.7321428571428571,0.26785714285714285,62.590450286865234,31.105554580688477,12.372058868408203,11.144533157348633
468,123,54,16357,356,103,253,0,95,18,0.2893258426966292,0.7106741573033708,42.16504669189453,28.201581954956055,25.17294692993164,18.64031982421875
469,054,43,16378,429,89,328,12,44,82,0.20745920745920746,0.7645687645687645,37.71910095214844,28.03506088256836,21.827198028564453,18.042226791381836
470,124,67,16374,58,58,0,0,74,0,1.0,0.0,61.25862121582031,,16.630949020385742,
471,123,1,16365,302,75,227,0,62,0,0.24834437086092714,0.7516556291390728,60.44889450073242,28.93612289428711,14.862896919250488,13.958124160766602
472,037,3,16380,0,0,0,0,0,3,,,,,,
473,037,43,16376,0,0,0,0,0,0,,,,,,
474,034,69,16372,0,0,0,0,5,0,,,,,,
475,037,60,16384,0,0,0,0,0,0,,,,,,
476,123,28,16364,252,126,124,2,173,7,0.5,0.49206349206349204,33.43650817871094,16.50806427001953,30.649301528930664,33.42107391357422
477,106,0,16357,0,0,0,0,0,0,,,,,,
478,038,65,15924,0,0,0,0,0,0,,,,,,
479,034,67,16384,0,0,0,0,1,0,,,,,,
480,123,21,16350,402,124,278,0,115,2,0.30845771144278605,0.6915422885572139,37.16935348510742,22.591726303100586,25.557374954223633,28.613447189331055
481,116,31,16348,297,148,143,6,112,105,0.4983164983164983,0.48148148148148145,28.12162208557129,11.314684867858887,39.328712463378906,30.49639129638672
482,124,61,16369,381,177,204,0,60,3,0.4645669291338583,0.5354330708661418,37.06779479980469,26.080883026123047,28.33121681213379,25.16606903076172
483,037,32,16378,0,0,0,0,0,0,,,,,,
484,038,30,16369,0,0,0,0,0,0,,,,,,
485,038,51,16384,0,0,0,0,5,30,,,,,,
486,038,10,16384,0,0,0,0,0,0,,,,,,
487,038,37,15873,0,0,0,0,2,0,,,,,,
488,034,24,16378,0,0,0,0,2,0,,,,,,
489,123,79,16346,42,19,4,19,72,29,0.4523809523809524,0.09523809523809523,60.3684196472168,30.75,20.31096839904785,14.046709060668945
490,034,55,16384,0,0,0,0,7,0,,,,,,
491,037,58,16384,0,0,0,0,9,1,,,,,,
492,013,61,16185,378,138,219,21,46,7,0.36507936507936506,0.5793650793650794,48.9420280456543,31.202817916870117,11.774815559387207,11.331256866455078
493,124,44,16365,91,91,0,0,214,1,1.0,0.0,60.598899841308594,,22.227190017700195,
494,116,3,16382,0,0,0,0,0,0,,,,,,
495,054,31,16376,0,0,0,0,36,242,,,,,,
496,123,75,16351,220,85,135,0,110,0,0.38636363636363635,0.6136363636363636,60.273529052734375,29.127161026000977,14.614728927612305,13.479826927185059
497,116,47,16367,0,0,0,0,0,0,,,,,,
498,124,8,16371,73,45,26,2,72,2,0.6164383561643836,0.3561643835616438,31.577777862548828,6.653846263885498,42.81929397583008,49.52000045776367
499,116,61,16346,323,183,137,3,178,11,0.56656346749226,0.4241486068111455,24.770492553710938,9.284671783447266,42.52071762084961,37.73314666748047
500,013,32,16247,486,179,283,24,117,41,0.3683127572016461,0.5823045267489712,48.66154098510742,30.076269149780273,11.392975807189941,11.694525718688965
501,116,22,16344,255,122,120,13,80,78,0.47843137254901963,0.47058823529411764,23.52458953857422,6.866666793823242,39.520938873291016,37.40607452392578
502,013,61,16362,53,32,14,7,32,8,0.6037735849056604,0.2641509433962264,46.1875,10.428571701049805,38.713592529296875,56.07857131958008
503,013,59,16167,364,137,214,13,33,21,0.37637362637362637,0.5879120879120879,44.1751823425293,31.769859313964844,12.378277778625488,11.911248207092285
504,106,11,16262,164,86,78,0,23,0,0.524390243902439,0.47560975609756095,39.78779220581055,28.848291397094727,12.023425102233887,9.345003128051758
505,034,72,16384,0,0,0,0,5,0,,,,,,
506,116,20,16322,275,109,166,0,73,0,0.39636363636363636,0.6036363636363636,43.750762939453125,27.816265106201172,15.181096076965332,18.203153610229492
507,037,42,16383,0,0,0,0,9,5,,,,,,
508,037,17,16383,0,0,0,0,0,0,,,,,,
509,013,73,16371,65,37,19,9,44,6,0.5692307692307692,0.2923076923076923,40.64864730834961,14.736842155456543,36.681617736816406,51.38059997558594
510,013,72,16380,141,23,64,54,11,9,0.16312056737588654,0.45390070921985815,43.130435943603516,31.515625,31.582395553588867,34.67720413208008
511,037,74,16369,0,0,0,0,0,0,,,,,,
512,013,35,16368,63,33,16,14,30,9,0.5238095238095238,0.25396825396825395,48.6363639831543,15.6875,38.94037628173828,47.86425018310547
513,106,37,16370,0,0,0,0,0,0,,,,,,
514,037,46,16384,0,0,0,0,4,118,,,,,,
515,106,47,16378,48,48,0,0,23,0,1.0,0.0,47.03125,,16.37751579284668,
516,037,29,16381,0,0,0,0,1,22,,,,,,
517,034,52,16382,0,0,0,0,0,0,,,,,,
518,013,1,16288,427,109,312,6,86,4,0.25526932084309134,0.7306791569086651,47.29281234741211,31.065757751464844,14.15449047088623,12.55831527709961
519,037,39,16383,0,0,0,0,8,20,,,,,,
520,013,52,16180,253,104,149,0,93,31,0.41106719367588934,0.5889328063241107,45.481571197509766,31.06879234313965,13.792229652404785,12.503190040588379
521,013,45,16276,293,125,167,1,130,29,0.42662116040955633,0.5699658703071673,46.37200164794922,32.700599670410156,13.407240867614746,14.295939445495605
522,054,50,16381,444,77,367,0,72,257,0.17342342342342343,0.8265765765765766,42.93506622314453,29.31562042236328,16.52400779724121,14.226105690002441
523,038,54,16340,0,0,0,0,0,0,,,,,,
524,123,18,16367,60,31,12,17,55,2,0.5166666666666667,0.2,51.51612854003906,8.916666984558105,30.294767379760742,33.71342468261719
525,116,55,16335,261,140,118,3,152,22,0.5363984674329502,0.4521072796934866,27.121429443359375,10.152542114257812,42.967681884765625,41.69243621826172
526,034,67,16381,0,0,0,0,2,0,,,,,,
527,106,36,16383,105,81,24,0,23,0,0.7714285714285715,0.22857142857142856,46.63580322265625,40.54166793823242,14.104019165039062,21.160724639892578
528,116,58,16370,188,138,50,0,51,0,0.7340425531914894,0.26595744680851063,52.66908264160156,28.803335189819336,11.557868957519531,12.373610496520996
529,054,73,16375,81,78,3,0,118,399,0.9629629629629629,0.037037037037037035,62.262821197509766,28.5,13.62941837310791,10.716743469238281
530,054,67,16384,384,120,264,0,88,372,0.3125,0.6875,55.08610916137695,27.47916603088379,11.168787002563477,12.671425819396973
531,013,30,16278,589,171,383,35,174,71,0.2903225806451613,0.6502546689303905,48.03801345825195,29.94843292236328,12.4938325881958,11.705840110778809
532,034,39,16373,0,0,0,0,1,0,,,,,,
533,034,79,16381,0,0,0,0,16,0,,,,,,
534,054,65,16382,384,88,296,0,94,419,0.22916666666666666,0.7708333333333334,56.97272872924805,29.81587791442871,13.523944854736328,16.255901336669922
535,054,40,16367,464,144,320,0,100,117,0.3103448275862069,0.6896551724137931,36.78935241699219,27.481250762939453,19.828834533691406,16.378196716308594
536,116,8,16349,9,9,0,0,30,0,1.0,0.0,48.22222137451172,,25.619403839111328,
537,037,62,16376,0,0,0,0,0,0,,,,,,
538,054,24,16384,0,0,0,0,8,25,,,,,,
539,124,62,16370,80,80,0,0,78,0,1.0,0.0,61.618751525878906,,15.949899673461914,
540,054,32,16339,0,0,0,0,134,780,,,,,,
541,034,11,16376,0,0,0,0,6,0,,,,,,
542,037,77,16371,0,0,0,0,0,0,,,,,,
543,037,28,16380,0,0,0,0,1,0,,,,,,
544,034,73,16384,0,0,0,0,0,0,,,,,,
545,124,66,16376,80,80,0,0,72,0,1.0,0.0,60.7452392578125,,12.074043273925781,
546,038,21,16373,0,0,0,0,0,0,,,,,,
547,013,39,16247,404,166,214,24,105,15,0.41089108910891087,0.5297029702970297,45.66917419433594,30.112150192260742,11.563285827636719,11.940279006958008
548,116,68,16349,331,54,277,0,64,0,0.16314199395770393,0.8368580060422961,55.53703689575195,23.54302215576172,19.01441192626953,18.965742111206055
549,116,75,16347,456,175,281,0,131,0,0.38377192982456143,0.6162280701754386,41.328094482421875,21.375444412231445,21.505619049072266,22.237348556518555
550,013,67,16373,258,65,149,44,49,3,0.25193798449612403,0.5775193798449613,46.599998474121094,33.87919616699219,27.35066032409668,25.204538345336914
551,034,36,16384,0,0,0,0,0,0,,,,,,
552,013,44,16308,275,191,66,18,201,11,0.6945454545454546,0.24,45.450260162353516,26.772727966308594,27.78969383239746,28.969022750854492
553,037,52,16366,0,0,0,0,0,0,,,,,,
554,124,15,16371,40,33,7,0,138,47,0.825,0.175,60.45454406738281,14.142857551574707,38.97035598754883,41.49470138549805
555,038,60,15863,0,0,0,0,0,0,,,,,,
556,038,58,16373,0,0,0,0,0,0,,,,,,
557,106,74,16384,145,133,12,0,52,0,0.9172413793103448,0.08275862068965517,43.68796920776367,27.20833396911621,14.066906929016113,13.938475608825684
558,038,75,16295,0,0,0,0,0,12,,,,,,
559,034,46,16383,0,0,0,0,0,0,,,,,,
560,106,53,16381,40,39,1,0,27,0,0.975,0.025,51.153846740722656,19.0,25.091814041137695,38.633277893066406
561,037,15,16384,1,0,1,0,7,0,0.0,1.0,,31.0,,17.78535270690918
562,124,11,16376,0,0,0,0,0,0,,,,,,
563,037,25,16384,0,0,0,0,16,29,,,,,,
564,106,6,16367,75,39,36,0,36,5,0.52,0.48,44.230770111083984,22.38888931274414,30.34831428527832,31.15146827697754
565,034,43,16384,0,0,0,0,0,0,,,,,,
566,123,39,16381,364,147,213,4,270,280,0.40384615384615385,0.5851648351648352,58.16610336303711,28.929187774658203,11.859371185302734,13.381688117980957
567,054,74,16379,294,82,212,0,60,274,0.2789115646258503,0.7210884353741497,48.18902587890625,29.058961868286133,23.8662166595459,18.70526885986328
568,038,28,16382,0,0,0,0,11,0,,,,,,
569,124,67,16368,141,141,0,0,97,0,1.0,0.0,57.72328186035156,,11.88214111328125,
570,013,39,16380,351,133,205,13,86,4,0.3789173789173789,0.584045584045584,46.25751876831055,28.26259994506836,10.947124481201172,10.025754928588867
571,106,62,16380,80,71,9,0,36,0,0.8875,0.1125,46.37323760986328,27.0,18.843414306640625,15.07001781463623
572,034,45,16384,0,0,0,0,4,0,,,,,,
573,106,67,16380,99,72,24,3,23,0,0.7272727272727273,0.24242424242424243,41.63888931274414,7.958333492279053,32.9850959777832,40.588871002197266
574,054,11,16383,90,44,46,0,18,66,0.4888888888888889,0.5111111111111111,34.59090805053711,10.717391014099121,24.492185592651367,24.571910858154297
575,037,34,16384,0,0,0,0,0,0,,,,,,
576,123,55,16335,86,85,1,0,169,1,0.9883720930232558,0.011627906976744186,59.06470489501953,31.0,18.24196434020996,14.322355270385742
577,054,2,16382,62,21,41,0,27,126,0.3387096774193548,0.6612903225806451,40.21428680419922,29.43008041381836,12.35961627960205,11.285862922668457
578,038,26,16375,0,0,0,0,0,0,,,,,,
579,037,44,16383,0,0,0,0,0,2,,,,,,
580,106,13,16383,112,103,9,0,46,1,0.9196428571428571,0.08035714285714286,43.1019401550293,35.22222137451172,15.653178215026855,19.244464874267578
581,124,65,16369,694,267,427,0,198,0,0.38472622478386165,0.6152737752161384,55.98308563232422,30.11924171447754,16.121562957763672,15.229106903076172
582,037,9,16382,0,0,0,0,0,2,,,,,,
583,038,1,16383,0,0,0,0,0,0,,,,,,
584,123,29,16374,473,187,286,0,177,12,0.3953488372093023,0.6046511627906976,51.71657943725586,28.861888885498047,17.856496810913086,18.02078628540039
585,106,61,16380,168,161,7,0,32,0,0.9583333333333334,0.041666666666666664,40.40372848510742,25.285715103149414,11.68593978881836,12.441813468933105
586,037,69,16358,0,0,0,0,0,0,,,,,,
587,106,56,16383,61,46,11,4,33,1,0.7540983606557377,0.18032786885245902,38.543479919433594,6.2727274894714355,36.707359313964844,41.07674789428711
588,124,4,16370,45,25,20,0,25,4,0.5555555555555556,0.4444444444444444,34.0,6.050000190734863,46.72468185424805,50.59954071044922
589,124,40,16362,299,123,176,0,114,0,0.411371237458194,0.5886287625418061,62.830623626708984,28.9768009185791,13.618918418884277,13.610370635986328
590,123,12,16350,136,50,83,3,98,36,0.36764705882352944,0.6102941176470589,34.68000030517578,9.457831382751465,39.479583740234375,42.66870880126953
591,116,62,16368,36,34,2,0,56,0,0.9444444444444444,0.05555555555555555,58.07352828979492,37.5,19.294754028320312,18.913883209228516
592,054,53,16378,98,90,8,0,209,220,0.9183673469387755,0.08163265306122448,39.68333435058594,17.125,26.29332160949707,23.483741760253906
593,038,69,16381,0,0,0,0,0,0,,,,,,
594,124,46,16368,95,95,0,0,108,0,1.0,0.0,62.91579055786133,,15.347503662109375,
595,037,24,16382,0,0,0,0,2,12,,,,,,
596,013,14,16354,42,25,12,5,22,11,0.5952380952380952,0.2857142857142857,42.880001068115234,10.583333015441895,47.949214935302734,57.7408332824707
597,124,20,16367,43,28,15,0,36,0,0.6511627906976745,0.3488372093023256,52.60714340209961,32.53333282470703,25.198841094970703,22.141794204711914
598,038,16,15800,0,0,0,0,0,0,,,,,,
599,054,10,16384,0,0,0,0,0,0,,,,,,
600,123,51,16354,515,182,333,0,296,126,0.3533980582524272,0.6466019417475728,53.220699310302734,29.300552368164062,15.853096961975098,15.82137393951416
601,116,45,16372,0,0,0,0,0,0,,,,,,
602,124,14,16342,113,63,50,0,90,10,0.5575221238938053,0.4424778761061947,36.63492202758789,7.980000019073486,38.342124938964844,47.26057434082031
603,054,45,16379,87,87,0,0,177,333,1.0,0.0,46.94904327392578,,10.840847969055176,
604,116,23,16375,23,22,1,0,44,0,0.9565217391304348,0.043478260869565216,44.818180084228516,35.0,23.06865119934082,24.335430145263672
605,106,58,16377,54,53,1,0,21,0,0.9814814814814815,0.018518518518518517,48.32075500488281,36.0,20.37543487548828,19.493364334106445
606,037,63,16383,0,0,0,0,1,0,,,,,,
607,106,63,16380,21,18,3,0,11,4,0.8571428571428571,0.14285714285714285,55.83333206176758,31.33333396911621,35.48390579223633,30.644731521606445
608,123,23,16373,65,64,1,0,121,0,0.9846153846153847,0.015384615384615385,53.8515625,30.0,14.738326072692871,13.744542121887207
609,124,32,16355,82,63,19,0,59,1,0.7682926829268293,0.23170731707317074,37.55555725097656,5.3684210777282715,40.314273834228516,52.91242980957031
610,123,0,16362,469,99,370,0,91,0,0.21108742004264391,0.7889125799573561,57.858585357666016,29.073875427246094,17.94218635559082,17.588539123535156
611,034,6,16374,0,0,0,0,29,0,,,,,,
612,037,22,16382,0,0,0,0,1,0,,,,,,
613,034,38,16368,0,0,0,0,6,0,,,,,,
614,034,78,16382,0,0,0,0,0,0,,,,,,
615,013,45,16383,301,107,184,10,51,17,0.3554817275747508,0.6112956810631229,49.275699615478516,32.1467399597168,29.899799346923828,25.55329132080078
616,054,13,16383,0,0,0,0,3,12,,,,,,
617,038,78,16365,0,0,0,0,0,0,,,,,,
618,038,17,15868,0,0,0,0,0,0,,,,,,
619,054,7,16383,63,39,24,0,52,35,0.6190476190476191,0.38095238095238093,46.32051467895508,29.14583396911621,11.235288619995117,10.852030754089355
620,106,56,16380,170,152,18,0,35,0,0.8941176470588236,0.10588235294117647,45.202301025390625,27.11111068725586,15.607100486755371,13.773724555969238
621,013,51,16205,258,88,170,0,86,15,0.34108527131782945,0.6589147286821705,45.005680084228516,31.589609146118164,13.785248756408691,13.509570121765137
622,054,10,16384,0,0,0,0,0,0,,,,,,
623,054,23,16384,0,0,0,0,0,0,,,,,,
624,054,78,16378,488,81,407,0,41,267,0.16598360655737704,0.8340163934426229,53.86419677734375,29.325960159301758,19.01296043395996,16.542757034301758
625,123,24,16372,186,97,68,21,136,1,0.521505376344086,0.3655913978494624,26.494844436645508,12.426470756530762,36.4517822265625,34.870018005371094
626,037,50,16370,0,0,0,0,0,0,,,,,,
627,038,52,15917,0,0,0,0,0,0,,,,,,
628,034,65,16381,0,0,0,0,0,0,,,,,,
629,054,28,16383,0,0,0,0,0,3,,,,,,
630,106,5,16368,0,0,0,0,0,1,,,,,,
631,034,61,16374,0,0,0,0,0,0,,,,,,
632,013,27,16221,580,199,364,17,131,4,0.3431034482758621,0.6275862068965518,40.87102127075195,28.96726417541504,12.433863639831543,11.609877586364746
633,013,2,16267,373,112,261,0,83,11,0.3002680965147453,0.6997319034852547,50.13318634033203,32.09163284301758,14.568239212036133,13.111007690429688
634,123,16,16381,516,160,356,0,138,0,0.31007751937984496,0.689922480620155,56.4958381652832,29.165340423583984,12.549860000610352,13.867178916931152
635,123,46,16345,156,128,25,3,228,14,0.8205128205128205,0.16025641025641027,41.734375,26.1200008392334,28.366270065307617,25.37466049194336
636,054,19,16384,0,0,0,0,16,209,,,,,,
637,034,29,16370,0,0,0,0,20,0,,,,,,
638,038,25,15914,0,0,0,0,4,0,,,,,,
639,054,56,16376,91,64,27,0,43,131,0.7032967032967034,0.2967032967032967,33.828125,6.148148059844971,39.39053726196289,59.10539627075195
640,054,1,16379,103,78,25,0,34,14,0.7572815533980582,0.24271844660194175,36.262821197509766,24.34000015258789,25.99317169189453,19.866954803466797
641,106,39,16384,92,33,45,14,13,0,0.358695652173913,0.4891304347826087,47.469696044921875,33.72222137451172,25.26162338256836,20.344236373901367
642,038,31,16372,0,0,0,0,0,0,,,,,,
643,038,4,16383,0,0,0,0,0,0,,,,,,
644,123,63,16365,434,141,293,0,192,11,0.3248847926267281,0.6751152073732719,52.36087417602539,28.965869903564453,14.497883796691895,14.619722366333008
645,124,46,16363,127,120,7,0,156,2,0.9448818897637795,0.05511811023622047,39.19166564941406,5.4285712242126465,35.19297790527344,57.98681640625
646,038,74,15939,0,0,0,0,0,0,,,,,,
647,124,58,16364,336,140,196,0,52,0,0.4166666666666667,0.5833333333333334,39.646427154541016,25.604591369628906,30.626911163330078,26.20759391784668
648,123,47,16343,197,143,24,30,218,1,0.7258883248730964,0.1218274111675127,44.244754791259766,20.35416603088379,26.040491104125977,26.733469009399414
649,106,15,16381,164,149,15,0,55,0,0.9085365853658537,0.09146341463414634,42.10570526123047,35.29999923706055,13.379544258117676,17.09583854675293
650,038,33,16369,0,0,0,0,0,1,,,,,,
651,054,22,16372,0,0,0,0,15,56,,,,,,
652,038,10,16381,0,0,0,0,1,0,,,,,,
653,106,13,16384,95,85,10,0,28,2,0.8947368421052632,0.10526315789473684,42.03568649291992,26.299999237060547,13.385821342468262,8.75450325012207
654,124,73,16373,637,248,389,0,181,0,0.3893249607535322,0.6106750392464678,48.7174072265625,30.257286071777344,18.221834182739258,15.366986274719238
655,054,11,16384,0,0,0,0,0,0,,,,,,
656,038,70,16376,0,0,0,0,0,9,,,,,,
657,013,26,16221,574,217,323,34,176,14,0.3780487804878049,0.5627177700348432,42.78955841064453,29.132610321044922,11.603019714355469,11.702103614807129
658,124,68,16380,217,196,21,0,228,4,0.9032258064516129,0.0967741935483871,39.729591369628906,10.952381134033203,30.097932815551758,43.62688064575195
659,106,25,16384,62,32,30,0,13,14,0.5161290322580645,0.4838709677419355,51.71875,18.799999237060547,33.42038345336914,41.1596794128418
660,124,16,16365,0,0,0,0,0,0,,,,,,
661,124,51,16372,67,25,42,0,24,21,0.373134328358209,0.6268656716417911,48.720001220703125,7.595238208770752,45.57894515991211,49.5792350769043
662,038,27,15947,0,0,0,0,23,0,,,,,,
663,034,34,16353,0,0,0,0,3,0,,,,,,
664,106,36,16384,89,66,23,0,30,0,0.7415730337078652,0.25842696629213485,46.431819915771484,40.043479919433594,17.638795852661133,20.844684600830078
665,106,65,16384,0,0,0,0,0,0,,,,,,
666,116,37,16360,476,230,246,0,110,52,0.4831932773109244,0.5168067226890757,40.042030334472656,20.64634132385254,18.935209274291992,22.260845184326172
667,116,46,16367,207,144,63,0,27,0,0.6956521739130435,0.30434782608695654,43.43923568725586,27.984127044677734,10.445571899414062,12.87363052368164
668,054,38,16377,27,26,1,0,127,124,0.9629629629629629,0.037037037037037035,44.730770111083984,13.0,26.776010513305664,38.16027069091797
669,123,0,16372,470,100,370,0,90,0,0.2127659574468085,0.7872340425531915,55.654998779296875,29.042795181274414,18.142715454101562,17.617656707763672
670,037,22,16384,0,0,0,0,1,12,,,,,,
671,037,10,16383,0,0,0,0,5,6,,,,,,
672,123,37,16373,25,25,0,0,67,0,1.0,0.0,60.31999969482422,,22.155885696411133,
673,013,47,16203,264,143,110,11,171,24,0.5416666666666666,0.4166666666666667,48.182403564453125,31.918182373046875,13.620691299438477,14.123994827270508
674,037,27,16384,0,0,0,0,0,0,,,,,,
675,123,59,16373,296,289,7,0,215,0,0.9763513513513513,0.02364864864864865,61.11655044555664,26.761903762817383,11.7262601852417,9.209010124206543
676,106,54,16381,91,85,6,0,35,0,0.9340659340659341,0.06593406593406594,46.20588302612305,37.66666793823242,15.724692344665527,17.400428771972656
677,034,78,16381,0,0,0,0,18,0,,,,,,
678,124,34,16346,116,100,16,0,150,0,0.8620689655172413,0.13793103448275862,50.16999816894531,13.1875,31.84241485595703,36.955963134765625
679,038,32,16379,0,0,0,0,2,0,,,,,,
680,123,54,16355,285,105,180,0,99,13,0.3684210526315789,0.631578947368421,39.980953216552734,27.39444351196289,26.29976463317871,21.600095748901367
681,054,19,16384,0,0,0,0,0,0,,,,,,
682,037,27,16384,0,0,0,0,11,24,,,,,,
683,037,65,16374,0,0,0,0,0,0,,,,,,
684,054,51,16384,380,43,337,0,68,289,0.11315789473684211,0.8868421052631579,50.24418640136719,29.170869827270508,14.683276176452637,13.582483291625977
685,037,62,16374,0,0,0,0,0,0,,,,,,
686,123,33,16384,339,277,62,0,172,0,0.8171091445427728,0.18289085545722714,55.5350341796875,26.06720542907715,9.97410774230957,9.260098457336426
687,037,69,16381,0,0,0,0,1,0,,,,,,
688,013,74,16373,132,77,14,41,149,6,0.5833333333333334,0.10606060606060606,40.506492614746094,13.714285850524902,29.936418533325195,48.18975067138672
689,106,14,16376,86,82,4,0,26,0,0.9534883720930233,0.046511627906976744,42.46544647216797,30.25,13.205432891845703,12.209962844848633
690,038,62,16382,0,0,0,0,0,0,,,,,,
691,116,38,16373,280,131,149,0,63,6,0.46785714285714286,0.5321428571428571,47.642494201660156,27.043624877929688,15.136361122131348,17.435449600219727
692,013,23,16203,548,290,248,10,204,31,0.5291970802919708,0.45255474452554745,46.41350173950195,31.92876625061035,13.994598388671875,15.189013481140137
693,054,14,16382,47,40,7,0,59,121,0.851063829787234,0.14893617021276595,30.506250381469727,32.86428451538086,9.845832824707031,9.74003791809082
694,037,34,16384,0,0,0,0,0,1,,,,,,
695,123,55,16376,345,138,207,0,150,63,0.4,0.6,63.33454513549805,29.0257625579834,12.872719764709473,13.603882789611816
696,116,10,16154,228,69,159,0,57,2,0.3026315789473684,0.6973684210526315,43.449275970458984,19.688678741455078,17.84478187561035,24.79265594482422
697,038,14,16380,0,0,0,0,0,0,,,,,,
698,013,15,16237,448,250,195,3,189,2,0.5580357142857143,0.43526785714285715,42.82066345214844,28.63162612915039,12.059382438659668,11.846924781799316
699,124,42,16362,271,268,3,0,143,0,0.988929889298893,0.01107011070110701,58.19639587402344,29.25,11.018280029296875,9.670677185058594
700,123,15,16381,552,143,409,0,124,0,0.25905797101449274,0.7409420289855072,59.83683395385742,29.649755477905273,14.512049674987793,14.987648963928223
701,054,52,16382,277,45,232,0,52,301,0.1624548736462094,0.8375451263537906,51.05555725097656,28.35452651977539,13.367476463317871,12.531003952026367
702,116,12,16375,186,101,85,0,89,0,0.543010752688172,0.45698924731182794,43.87788772583008,29.035293579101562,15.682352066040039,19.12429428100586
703,123,10,16368,176,158,18,0,166,0,0.8977272727272727,0.10227272727272728,55.31856918334961,30.63888931274414,12.465447425842285,14.238338470458984
704,124,14,16374,0,0,0,0,0,0,,,,,,
705,124,12,16373,0,0,0,0,0,0,,,,,,
706,054,70,16378,134,124,10,0,163,132,0.9253731343283582,0.07462686567164178,41.685482025146484,17.299999237060547,27.60832977294922,23.267658233642578
707,106,65,16384,199,183,16,0,37,0,0.9195979899497487,0.08040201005025126,41.040985107421875,28.072917938232422,10.722999572753906,9.837167739868164
708,038,11,15866,0,0,0,0,0,0,,,,,,
709,037,39,16384,0,0,0,0,3,2,,,,,,
710,124,18,16342,72,43,29,0,59,0,0.5972222222222222,0.4027777777777778,37.372093200683594,6.931034564971924,46.3421516418457,54.1039924621582
711,013,16,16228,259,160,21,78,178,6,0.6177606177606177,0.08108108108108109,46.34062576293945,27.904762268066406,28.635345458984375,30.449928283691406
712,124,47,16375,408,165,243,0,135,0,0.40441176470588236,0.5955882352941176,63.99363708496094,29.264402389526367,11.3900785446167,13.873518943786621
713,038,65,16381,0,0,0,0,3,8,,,,,,
714,013,51,16205,248,74,168,6,93,10,0.29838709677419356,0.6774193548387096,46.56081008911133,32.17698287963867,13.812439918518066,13.258806228637695
715,054,63,16381,150,91,59,0,47,216,0.6066666666666667,0.3933333333333333,38.21977996826172,19.423728942871094,34.70887756347656,35.990447998046875
716,123,31,16372,81,54,27,0,117,2,0.6666666666666666,0.3333333333333333,55.00925827026367,19.185184478759766,22.903879165649414,25.931018829345703
717,124,64,16363,368,156,192,20,65,0,0.42391304347826086,0.5217391304347826,41.160255432128906,28.5859375,29.31682014465332,22.222543716430664
718,037,7,16383,0,0,0,0,2,6,,,,,,
719,037,26,16381,0,0,0,0,0,1,,,,,,
720,034,6,16384,0,0,0,0,0,0,,,,,,
721,054,73,16375,172,82,90,0,102,400,0.47674418604651164,0.5232558139534884,61.28658676147461,30.55555534362793,13.94240665435791,16.05571174621582
722,013,21,16248,356,212,143,1,148,0,0.5955056179775281,0.40168539325842695,43.88482666015625,29.19230842590332,12.097356796264648,11.362330436706543
723,013,43,16330,99,66,32,1,60,27,0.6666666666666666,0.32323232323232326,43.5,15.5,38.373146057128906,48.05131149291992
724,106,72,16380,32,32,0,0,29,0,1.0,0.0,45.3125,,20.642419815063477,
725,038,34,16379,0,0,0,0,0,0,,,,,,
726,116,59,16368,373,91,282,0,68,0,0.24396782841823056,0.7560321715817694,56.0054931640625,24.869976043701172,16.131160736083984,16.685434341430664
727,034,21,16362,0,0,0,0,29,0,,,,,,
728,038,70,16362,0,0,0,0,5,2,,,,,,
729,054,72,16382,79,52,27,0,138,176,0.6582278481012658,0.34177215189873417,32.30769348144531,4.518518447875977,40.66366195678711,58.04939651489258
730,106,17,16373,105,80,25,0,32,0,0.7619047619047619,0.23809523809523808,46.35625076293945,22.479999542236328,22.385860443115234,24.630727767944336
731,034,27,16380,0,0,0,0,20,0,,,,,,
